"x","y","color","pen down?","x","y","color","pen down?"
"423","17","105","true","423","156","15","true"
"424","16","105","true","424","156","15","true"
"425","16","105","true","425","155","15","true"
"426","17","105","true","426","158","15","true"
"427","18","105","true","427","156","15","true"
"428","17","105","true","428","159","15","true"
"429","18","105","true","429","159","15","true"
"430","18","105","true","430","157","15","true"
"431","17","105","true","431","164","15","true"
"432","17","105","true","432","164","15","true"
"433","17","105","true","433","157","15","true"
"434","20","105","true","434","155","15","true"
"435","22","105","true","435","155","15","true"
"436","24","105","true","436","155","15","true"
"437","24","105","true","437","157","15","true"
"438","24","105","true","438","154","15","true"
"439","23","105","true","439","154","15","true"
"440","24","105","true","440","154","15","true"
"441","23","105","true","441","147","15","true"
"442","22","105","true","442","149","15","true"
"443","19","105","true","443","151","15","true"
"444","18","105","true","444","152","15","true"
"445","19","105","true","445","156","15","true"
"446","18","105","true","446","155","15","true"
"447","18","105","true","447","152","15","true"
"448","18","105","true","448","150","15","true"
"449","18","105","true","449","150","15","true"
"450","18","105","true","450","149","15","true"
"451","18","105","true","451","150","15","true"
"452","19","105","true","452","154","15","true"
"453","18","105","true","453","159","15","true"
"454","19","105","true","454","156","15","true"
"455","18","105","true","455","154","15","true"
"456","17","105","true","456","155","15","true"
"457","18","105","true","457","153","15","true"
"458","19","105","true","458","150","15","true"
"459","19","105","true","459","149","15","true"
"460","18","105","true","460","148","15","true"
"461","16","105","true","461","147","15","true"
"462","15","105","true","462","146","15","true"
"463","14","105","true","463","147","15","true"
"464","14","105","true","464","146","15","true"
"465","14","105","true","465","147","15","true"
"466","15","105","true","466","147","15","true"
"467","15","105","true","467","155","15","true"
"468","15","105","true","468","152","15","true"
"469","15","105","true","469","156","15","true"
"470","15","105","true","470","156","15","true"
"471","15","105","true","471","155","15","true"
"472","16","105","true","472","158","15","true"
"473","17","105","true","473","160","15","true"
"474","17","105","true","474","161","15","true"
"475","16","105","true","475","168","15","true"
"476","17","105","true","476","168","15","true"
